"Transcript/RepeatID (cmd=analyzeRepeats-pl /home/cbenner/data/software/gencode/hg38/gencode-best-rna hg38 -fpkm -count exons -strand - -minLength 250 -d HMDM-RNAseq-mock-24h-4G2neg-p1 HMDM-RNAseq-mock-24h-4G2neg-p3 HMDM-RNAseq-mock-24h-4G2neg-p4 HMDM-RNAseq-mock-24h-4G2neg-p5 HMDM-RNAseq-mock-24h-4G2neg-p6 HMDM-RNAseq-mock-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2neg-p4 HMDM-RNAseq-FSSADE-12h-4G2neg-p5 HMDM-RNAseq-FSSADE-12h-4G2neg-p6 HMDM-RNAseq-FSSADE-12h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2pos-p4 HMDM-RNAseq-FSSADE-12h-4G2pos-p5 HMDM-RNAseq-FSSADE-12h-4G2pos-p6 HMDM-RNAseq-FSSADE-12h-4G2pos-pooled HMDM-RNAseq-FSSADE-18h-4G2neg-p4 HMDM-RNAseq-FSSADE-18h-4G2neg-p5 HMDM-RNAseq-FSSADE-18h-4G2neg-p6 HMDM-RNAseq-FSSADE-18h-4G2neg-pooled HMDM-RNAseq-FSSADE-18h-4G2pos-p4 HMDM-RNAseq-FSSADE-18h-4G2pos-p5 HMDM-RNAseq-FSSADE-18h-4G2pos-p6 HMDM-RNAseq-FSSADE-18h-4G2pos-pooled HMDM-RNAseq-FSSADE-24h-4G2neg-p1 HMDM-RNAseq-FSSADE-24h-4G2neg-p3 HMDM-RNAseq-FSSADE-24h-4G2neg-p4 HMDM-RNAseq-FSSADE-24h-4G2neg-p5 HMDM-RNAseq-FSSADE-24h-4G2neg-p6 HMDM-RNAseq-FSSADE-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-24h-4G2pos-p1 HMDM-RNAseq-FSSADE-24h-4G2pos-p3 HMDM-RNAseq-FSSADE-24h-4G2pos-p4 HMDM-RNAseq-FSSADE-24h-4G2pos-p5 HMDM-RNAseq-FSSADE-24h-4G2pos-p6 HMDM-RNAseq-FSSADE-24h-4G2pos-pooled)","chr","start","end","strand","Length","gene_name","Annotation/Divergence","gene_id","gene_type"
"ENST00000624773.1","chr16",86555320,86557299,"+",1979,"FLJ30679","FLJ30679|-|-|16q24.1|ncRNA","ENSG00000280278.1","TEC"
"ENST00000413271.1","chr9",99531696,99536924,"+",416,"RP11-547C13.1","0","ENSG00000234860.1","lincRNA"
"ENST00000604182.1","chr19",57151587,57151860,"-",273,"CTC-360J11.6","0","ENSG00000270790.1","processed_pseudogene"
"ENST00000525272.1","chr11",18870989,18873462,"-",1715,"RP11-1081L13.3","0","ENSG00000255511.1","processed_pseudogene"
"ENST00000450212.1","chr13",19027837,19028701,"+",196,"RP11-301J16.7","0","ENSG00000226619.1","antisense"
"ENST00000438758.1","chr9",64878790,64889063,"-",1394,"AC125634.1","0","ENSG00000223602.2","unprocessed_pseudogene"
"ENST00000448106.1","chr2",2319244,2327108,"+",3227,"MYT1L-AS1","MYT1L-AS1|-|-|2p25.3|ncRNA","ENSG00000225619.1","antisense"
"ENST00000574307.2","chr17",9171068,9179118,"-",5665,"RP11-85B7.2","LOC101928266|-|-|17p13.1|ncRNA","ENSG00000262966.2","antisense"
"ENST00000508452.1","chr5",135648584,135653935,"-",2136,"LINC01959","LINC01959|-|-|5q31.1|ncRNA","ENSG00000251045.1","lincRNA"
"ENST00000275884.10","chr7",140518420,140640776,"-",3698,"DENND2A","DENND2A|FAM31D|KIAA1277|-|7q34|protein-coding","ENSG00000146966.12","protein_coding"
"ENST00000489016.1","chr3",182498264,182507124,"-",614,"LINC01995","LINC01995|-|-|3q26.33|ncRNA","ENSG00000244247.1","lincRNA"
"ENST00000605304.1","chr3",113984037,113984655,"+",618,"RP11-255E6.5","0","ENSG00000270880.1","processed_pseudogene"
"ENST00000420998.1","chrX",72688950,72712348,"+",589,"PHKA1-AS1","PHKA1-AS1|-|-|Xq13.1|ncRNA","ENSG00000231944.1","antisense"
"ENST00000412758.2","chr1",203255743,203256475,"+",732,"NPM1P40","0","ENSG00000236523.2","processed_pseudogene"
"ENST00000415726.1","chr1",155991390,156001787,"+",398,"RP11-336K24.5","LOC107985210|-|-|1q22|ncRNA","ENSG00000224276.1","antisense"
"ENST00000522768.1","chr8",17801345,17861069,"+",507,"RP11-156K13.1","0","ENSG00000253944.1","antisense"
"ENST00000512602.1","chr4",14505865,14506480,"-",615,"MTND2P31","0","ENSG00000251252.1","processed_pseudogene"
"ENST00000534211.1","chr11",14440787,14441677,"+",509,"RP11-140L24.3","0","ENSG00000255074.1","processed_pseudogene"
"ENST00000422946.1","chr3",184006338,184011419,"+",464,"ABCC5-AS1","ABCC5-AS1|-|-|3q27.1|ncRNA","ENSG00000223882.1","antisense"
"ENST00000454750.1","chr7",137164043,137164612,"+",569,"AC009517.2","0","ENSG00000224469.1","processed_pseudogene"
"ENST00000339480.1","chr1",34759741,34763724,"+",2837,"GJB4","GJB4|CX30.3|EKV|EKVP2|-|1p34.3|protein-coding","ENSG00000189433.5","protein_coding"
"ENST00000572479.1","chr16",14408039,14418872,"-",575,"RP11-65J21.4","0","ENSG00000263257.1","lincRNA"
"ENST00000514427.1","chr4",100778582,100791235,"-",559,"LINC01217","0","ENSG00000251219.1","sense_intronic"
"ENST00000603420.1","chr12",42929848,42930579,"-",731,"RP11-510P12.1","0","ENSG00000271272.1","processed_pseudogene"
"ENST00000483225.5","chrX",47707191,47736628,"+",1890,"CXXC1P1","CXXC1P1|CXorf25|NCRNA00236|-|Xp11.23|pseudo","ENSG00000187893.10","transcribed_unprocessed_pseudogene"
"ENST00000505214.1","chr3",130927754,130928276,"-",522,"RP11-39E3.5","0","ENSG00000251579.1","processed_pseudogene"
"ENST00000609688.1","chr11",127119326,127139735,"+",556,"CTD-2234N14.2","0","ENSG00000272981.1","lincRNA"
"ENST00000412348.1","chr20",42014034,42015478,"-",412,"RP5-1121H13.3","0","ENSG00000228959.1","lincRNA"
"ENST00000451325.1","chr10",5304431,5304865,"-",434,"RPL26P28","0","ENSG00000223987.1","processed_pseudogene"
"ENST00000636699.1","chr9",61330717,61453030,"+",1711,"CH17-296N19.1","LOC100289279|-|-|9q12|protein-coding","ENSG00000283378.1","protein_coding"
"ENST00000320704.3","chr14",20640696,20641691,"-",995,"OR6S1","OR6S1|OR14-37|OR6S1Q|-|14q11.2|protein-coding","ENSG00000181803.3","protein_coding"
"ENST00000252951.2","chr16",152687,154503,"+",750,"HBZ","HBZ|HBZ-T1|HBZ1|-|16p13.3|protein-coding","ENSG00000130656.4","protein_coding"
"ENST00000436561.1","chr9",62266319,62266919,"+",600,"RP11-111F5.2","0","ENSG00000231995.2","processed_pseudogene"
"ENST00000624219.1","chr22",48052646,48058275,"+",5629,"LL22NC03-27C5.1","0","ENSG00000278890.1","lincRNA"
"ENST00000562376.1","chr16",22286913,22288736,"-",464,"RP11-141O15.1","0","ENSG00000261113.1","antisense"
"ENST00000366621.7","chr1",233614004,233672512,"+",2156,"KCNK1","KCNK1|DPK|HOHO|K2P1|K2p1.1|KCNO1|TWIK-1|TWIK1|-|1q42.2|protein-coding","ENSG00000135750.14","protein_coding"
"ENST00000359202.4","chrX",31071241,31072053,"-",812,"FTHL17","FTHL17|CT38|-|Xp21.2|protein-coding","ENSG00000132446.6","protein_coding"
"ENST00000455902.2","chr1",25208139,25209437,"+",985,"RP4-706G24.1","0","ENSG00000231953.2","antisense"
"ENST00000445084.1","chr2",70301451,70302072,"+",284,"AC022201.5","0","ENSG00000233849.1","antisense"
"ENST00000418821.2","chr17",15806241,15817742,"-",946,"LINC02087","LINC02087|-|-|17p12|ncRNA","ENSG00000237057.2","lincRNA"
"ENST00000504783.1","chr4",188630924,188631747,"+",333,"RP11-756P10.1","0","ENSG00000250523.1","processed_pseudogene"
"ENST00000369768.1","chr20",64105820,64107171,"-",1351,"NPBWR2","NPBWR2|GPR8|-|20q13.33|protein-coding","ENSG00000125522.3","protein_coding"
"ENST00000426764.1","chr9",5719021,5720244,"-",540,"RP11-207C16.4","0","ENSG00000225408.1","antisense"
"ENST00000452714.1","chr7",111808516,111821773,"+",2491,"DOCK4-AS1","DOCK4-AS1|-|-|7q31.1|ncRNA","ENSG00000225572.1","antisense"
"ENST00000372027.9","chr10",86935540,86957863,"-",4362,"MMRN2","MMRN2|EMILIN-3|EMILIN3|ENDOGLYX-1|-|10q23.2|protein-coding","ENSG00000173269.13","protein_coding"
"ENST00000420048.1","chr2",130681229,130681955,"+",402,"CYP4F30P","0","ENSG00000214081.8","transcribed_unprocessed_pseudogene"
"ENST00000541142.1","chr12",31893370,31893702,"+",332,"RP11-428G5.6","0","ENSG00000256465.1","processed_pseudogene"
"ENST00000506925.2","chr12",27547050,27552773,"-",2636,"RP11-709A23.1","0","ENSG00000248100.2","lincRNA"
"ENST00000579833.1","chr18",76256891,76258337,"+",919,"RP11-94B19.3","0","ENSG00000264212.1","lincRNA"
"ENST00000424588.2","chr3",62779176,62779785,"-",609,"RP11-1036F1.1","0","ENSG00000225662.2","processed_pseudogene"
"ENST00000445314.2","chr7",75281267,75287118,"+",785,"SPDYE13P","0","ENSG00000274959.1","unprocessed_pseudogene"
"ENST00000517369.1","chr8",15973315,16000324,"+",384,"RP11-77B22.2","0","ENSG00000253648.1","lincRNA"
"ENST00000289890.7","chr1",39249838,39257649,"-",553,"RP11-420K8.1","0","ENSG00000226438.1","antisense"
"ENST00000502221.2","chr12",129852208,129854944,"-",1983,"RP11-572C21.1","0","ENSG00000251536.2","lincRNA"
"ENST00000510748.1","chr4",175286605,175290767,"+",1455,"RP11-287F9.1","0","ENSG00000249284.1","processed_pseudogene"
"ENST00000328345.7","chr6",98834592,98839470,"+",4878,"POU3F2","POU3F2|BRN2|N-Oct3|OCT7|OTF-7|OTF7|POUF3|brn-2|oct-7|-|6q16.1|protein-coding","ENSG00000184486.9","protein_coding"
"ENST00000414647.1","chr2",100607028,100609351,"+",514,"LINC01849","0","ENSG00000234988.1","lincRNA"
"ENST00000419679.1","chr6",31764310,31765588,"-",458,"SAPCD1-AS1","0","ENSG00000235663.1","antisense"
"ENST00000530039.1","chr11",44719392,44736692,"-",623,"RP11-45A12.2","0","ENSG00000255032.1","lincRNA"
"ENST00000358160.8","chr3",113838418,113947174,"+",4142,"GRAMD1C","GRAMD1C|-|-|3q13.31|protein-coding","ENSG00000178075.19","protein_coding"
"ENST00000453276.1","chrX",52612656,52613523,"+",542,"RP11-552J9.6","0","ENSG00000234792.1","processed_pseudogene"
"ENST00000375024.1","chr11",124023013,124023948,"+",935,"OR10G9","OR10G9|OR10G10P|-|11q24.2|protein-coding","ENSG00000236981.1","protein_coding"
"ENST00000306271.4","chr17",41040559,41041461,"-",902,"KRTAP1-1","KRTAP1-1|HB2A|KAP1.1|KAP1.1A|KAP1.1B|KAP1.6|KAP1.7|KRTAP1.1|KRTAP1A|hKAP1.7|-|17q21.2|protein-coding","ENSG00000188581.8","protein_coding"
"ENST00000543111.5","chr12",50326230,50396622,"-",8185,"FAM186A","FAM186A|-|-|12q13.12|protein-coding","ENSG00000185958.9","protein_coding"
"ENST00000508335.2","chr8",67133554,67135911,"-",1735,"RP11-453N18.1","0","ENSG00000250869.2","unprocessed_pseudogene"
"ENST00000447150.1","chr1",54416256,54420860,"+",286,"RP4-705F19.1","0","ENSG00000232245.1","lincRNA"
"ENST00000617687.1","chr17",35983656,35986710,"+",168,"CTB-186H2.3","0","ENSG00000275431.1","antisense"
"ENST00000520848.1","chr14",106392774,106393231,"-",398,"IGHV3-36","0","ENSG00000253240.1","IG_V_pseudogene"
"ENST00000599775.1","chr19",52171158,52177002,"+",575,"CTD-2525I3.2","0","ENSG00000267927.1","antisense"
"ENST00000515127.1","chr4",104653874,104966793,"-",564,"RP11-556I14.2","0","ENSG00000248242.1","lincRNA"
"ENST00000411838.1","chr6",157829143,157830573,"-",678,"RP11-52J3.3","0","ENSG00000234361.1","antisense"
"ENST00000413694.2","chr1",185171335,185171710,"-",375,"CTA-253N17.1","0","ENSG00000231084.2","processed_pseudogene"
"ENST00000457576.1","chr20",17516843,17517307,"+",464,"RPS27AP2","0","ENSG00000232333.1","processed_pseudogene"
"ENST00000527270.1","chr11",33810145,33811178,"+",318,"RP11-646J21.4","0","ENSG00000254619.1","lincRNA"
"ENST00000478174.1","chr5",65415353,65416222,"+",869,"CTD-2375G15.1","0","ENSG00000205644.5","processed_pseudogene"
"ENST00000262545.6","chr20",17226991,17484578,"+",4717,"PCSK2","PCSK2|NEC 2|NEC-2|NEC2|PC2|SPC2|-|20p12.1|protein-coding","ENSG00000125851.9","protein_coding"
"ENST00000610350.3","chr17",36377531,36388423,"-",2038,"TBC1D3H","TBC1D3H|-|-|17q12|protein-coding","ENSG00000274226.5","protein_coding"
"ENST00000597015.1","chr19",38526954,38528555,"-",565,"AC067969.1","0","ENSG00000269445.1","antisense"
"ENST00000326989.5","chr19",50817681,50818878,"+",931,"LINC01869","LINC01869|-|-|19q13.33|ncRNA","ENSG00000180279.6","lincRNA"
"ENST00000278836.9","chr11",61752649,61788518,"+",5874,"MYRF","MYRF|C11orf9|MRF|Ndt80|pqn-47|-|11q12.2|protein-coding","ENSG00000124920.13","protein_coding"
"ENST00000604453.1","chr19",34892029,34898943,"-",466,"LINC00904","LINC00904|-|-|19q13.11|ncRNA","ENSG00000271649.1","lincRNA"
"ENST00000366476.1","chr1",248145148,248146086,"+",938,"OR2M5","OR2M5|OR2M5P|-|1q44|protein-coding","ENSG00000162727.3","protein_coding"
"ENST00000439336.1","chr2",233693434,233708699,"-",660,"AC114812.8","0","ENSG00000224814.1","antisense"
"ENST00000568299.2","chr16",35245916,35247534,"-",825,"FRG2JP","0","ENSG00000259897.2","unprocessed_pseudogene"
"ENST00000451621.2","chr14",106286811,106287657,"-",846,"HOMER2P2","0","ENSG00000238275.2","processed_pseudogene"
"ENST00000563417.1","chr1",220401122,220404033,"+",2911,"RP11-410C4.5","0","ENSG00000260505.1","lincRNA"
"ENST00000456728.1","chr4",185918140,185919460,"+",546,"RP11-45I20.1","0","ENSG00000235149.1","lincRNA"
"ENST00000562756.1","chr22",36560870,36562915,"-",2045,"RP5-1119A7.17","0","ENSG00000261675.1","sense_overlapping"
"ENST00000452998.1","chr7",55877912,55878164,"+",252,"RP11-419M24.4","0","ENSG00000227499.1","processed_pseudogene"
"ENST00000420825.1","chr10",10960151,10970816,"+",532,"RP1-251M9.2","0","ENSG00000231496.1","lincRNA"
"ENST00000413291.1","chr9",32643103,32645026,"-",836,"RP11-555J4.3","0","ENSG00000230516.1","lincRNA"
"ENST00000565572.1","chr20",32843128,32854257,"-",456,"RP5-1085F17.4","0","ENSG00000260536.1","antisense"
"ENST00000413103.2","chr1",94247866,94334848,"+",876,"RP11-148B18.1","LOC107985092|-|-|1p22.1-p21.3|ncRNA","ENSG00000226835.2","lincRNA"
"ENST00000414409.1","chr7",51614251,51630870,"+",585,"RP4-718N17.2","0","ENSG00000229403.1","lincRNA"
"ENST00000546432.1","chr12",55396340,55396697,"+",357,"OR6C73P","0","ENSG00000257414.1","unprocessed_pseudogene"
"ENST00000511141.1","chr4",152796063,152796831,"-",768,"RP11-529H22.1","0","ENSG00000250980.1","processed_pseudogene"
"ENST00000422460.1","chr1",115556826,115557475,"+",342,"ELOCP20","0","ENSG00000229101.1","unprocessed_pseudogene"
"ENST00000373384.4","chr8",60660820,60664530,"+",526,"RP11-91I20.1","0","ENSG00000255289.1","lincRNA"
"ENST00000603797.1","chr5",58503295,58503700,"+",405,"CTD-2117L12.3","0","ENSG00000271257.1","processed_pseudogene"
"ENST00000431501.5","chr7",81175508,81190390,"+",706,"AC005008.2","0","ENSG00000237896.6","lincRNA"
"ENST00000617939.1","chr10",129837505,129837794,"+",289,"RP11-234G16.4","0","ENSG00000275327.1","antisense"
"ENST00000439655.1","chr22",29419155,29423193,"-",172,"AC000041.8","0","ENSG00000242156.1","unprocessed_pseudogene"
"ENST00000372453.7","chrX",107206632,107244243,"+",1639,"PIH1D3","PIH1D3|CILD36|CXorf41|NYSAR97|-|Xq22.3|protein-coding","ENSG00000080572.12","protein_coding"
"ENST00000364663.1","chr4",139685127,139685427,"-",300,"RN7SKP237","0","ENSG00000201533.1","misc_RNA"
"ENST00000441803.1","chr2",216604771,216611202,"+",651,"AC073321.4","0","ENSG00000225794.1","lincRNA"
"ENST00000448132.1","chr1",199752491,199752890,"+",399,"RP11-2L13.1","0","ENSG00000231984.1","processed_pseudogene"
"ENST00000487715.3","chr5",74317986,74318285,"+",299,"RN7SL814P","0","ENSG00000244326.3","misc_RNA"
"ENST00000357605.2","chr11",4639715,4640838,"+",1123,"OR51D1","OR51D1|OR11-14|OR51D1Q|-|11p15.4|protein-coding","ENSG00000197428.2","protein_coding"
"ENST00000419643.1","chr22",43232141,43239010,"+",983,"Z82214.2","0","ENSG00000234892.1","antisense"
"ENST00000284674.1","chr10",123666355,123694607,"+",7509,"GPR26","GPR26|-|-|10q26.13|protein-coding","ENSG00000154478.3","protein_coding"
"ENST00000604650.1","chr9",95514045,95514520,"+",475,"RP11-435O5.4","0","ENSG00000271659.1","antisense"
"ENST00000425806.2","chr1",100941017,100941995,"-",978,"HNRNPA1P68","0","ENSG00000230946.3","processed_pseudogene"
"ENST00000442301.2","chr2",184902111,184902562,"-",451,"RPL23AP33","0","ENSG00000237824.2","processed_pseudogene"
"ENST00000624517.1","chr1",16701546,16705594,"+",401,"RP1-163M9.7","0","ENSG00000279151.1","lincRNA"
"ENST00000420836.2","chr12",68035767,68036853,"+",1086,"HNRNPA1P70","0","ENSG00000236946.2","processed_pseudogene"
"ENST00000437683.1","chr2",161422659,161423577,"-",399,"AC009487.4","0","ENSG00000224076.5","antisense"
"ENST00000445974.1","chr6",113357003,113367944,"-",502,"RP11-437J19.1","0","ENSG00000223811.1","lincRNA"
"ENST00000318104.2","chr1",248121932,248122882,"+",950,"OR2M1P","0","ENSG00000177233.2","unprocessed_pseudogene"
"ENST00000619922.1","chr1",12824605,12831410,"-",1838,"PRAMEF11","PRAMEF11|-|-|1p36.21|protein-coding","ENSG00000239810.3","protein_coding"
"ENST00000638516.1","chr9",61982796,61986934,"+",4138,"RP11-449H15.3","0","ENSG00000284471.1","TEC"
"ENST00000005180.8","chr7",75769533,75772257,"-",521,"CCL26","0","ENSG00000006606.8","protein_coding"
"ENST00000511660.1","chr8",12178697,12182719,"+",443,"ALG1L11P","0","ENSG00000249889.1","unprocessed_pseudogene"
"ENST00000381655.6","chr13",25372071,26025851,"+",9502,"ATP8A2","ATP8A2|ATP|ATPIB|CAMRQ4|IB|ML-1|-|13q12.13|protein-coding","ENSG00000132932.16","protein_coding"
"ENST00000257770.7","chr6",85450091,85495778,"+",3531,"NT5E","NT5E|CALJA|CD73|E5NT|NT|NT5|NTE|eN|eNT|-|6q14.3|protein-coding","ENSG00000135318.11","protein_coding"
"ENST00000414224.1","chr6",31366352,31366898,"-",546,"DHFRP2","0","ENSG00000228432.1","processed_pseudogene"
"ENST00000372980.3","chr20",44111695,44187578,"-",4776,"JPH2","JPH2|CMH17|JP-2|JP2|-|20q13.12|protein-coding","ENSG00000149596.6","protein_coding"
"ENST00000390304.2","chr22",22668288,22668806,"+",374,"IGLV3-27","0","ENSG00000211658.2","IG_V_gene"
"ENST00000420928.1","chr20",22280228,22282672,"-",499,"LINC01427","LINC01427|-|-|20p11.22|ncRNA","ENSG00000225321.2","lincRNA"
"ENST00000509298.1","chr3",129998531,129998936,"+",405,"RP11-93K22.1","0","ENSG00000248459.1","processed_pseudogene"
"ENST00000564485.1","chr16",8962706,8966990,"+",424,"RP11-77H9.8","0","ENSG00000260979.1","lincRNA"
"ENST00000528614.1","chr11",111414242,111418186,"-",2580,"RP11-794P6.1","LOC100132078|-|-|11q23.1|ncRNA","ENSG00000255428.1","sense_intronic"
"ENST00000425887.2","chr2",95666084,95668715,"+",1116,"AC008268.1","0","ENSG00000235584.2","lincRNA"
"ENST00000623595.1","chr9",35001913,35003663,"+",1750,"RP11-392A14.8","0","ENSG00000279489.1","TEC"
"ENST00000453862.1","chr13",97172469,97179622,"-",689,"LINC00456","LINC00456|-|-|13q32.1|ncRNA","ENSG00000233124.1","lincRNA"
"ENST00000260843.4","chr3",151294103,151316952,"-",1603,"GPR87","GPR87|FKSG78|GPR95|KPG_002|-|3q25.1|protein-coding","ENSG00000138271.5","protein_coding"
"ENST00000443818.1","chr2",26140263,26141264,"-",349,"AC011742.3","0","ENSG00000231655.1","processed_pseudogene"
"ENST00000382461.7","chr8",10896045,11002481,"-",3158,"XKR6","0","ENSG00000171044.10","protein_coding"
"ENST00000437312.1","chrX",48197221,48199431,"+",549,"RP11-552E4.2","0","ENSG00000234780.1","processed_pseudogene"
"ENST00000453692.1","chr1",157691762,157696459,"+",755,"RP11-367J7.3","0","ENSG00000227217.1","antisense"
"ENST00000324000.3","chr18",57350813,57368933,"+",11826,"ST8SIA3","ST8SIA3|SIAT8C|ST8SiaIII|-|18q21.31|protein-coding","ENSG00000177511.5","protein_coding"
"ENST00000446340.1","chr7",151950386,151954985,"-",582,"RP11-796I2.1","0","ENSG00000227562.1","antisense"
"ENST00000576249.1","chr17",5730289,5731085,"+",796,"CTB-162E12.1","0","ENSG00000262961.1","processed_pseudogene"
"ENST00000420305.1","chrX",27427777,27428231,"-",454,"PTP4A1P5","0","ENSG00000235642.1","processed_pseudogene"
"ENST00000422197.2","chr1",51372270,51373224,"+",954,"RP11-275F13.3","0","ENSG00000232027.2","processed_pseudogene"
"ENST00000453166.2","chr2",89959979,89960748,"+",393,"IGKV2D-28","0","ENSG00000242534.2","IG_V_gene"
"ENST00000436316.1","chr2",5313740,5314134,"-",394,"AC073143.1","0","ENSG00000228585.1","processed_pseudogene"
"ENST00000632370.1","chr6",16262682,16264553,"-",883,"RP3-467D16.3","0","ENSG00000282024.1","antisense"
"ENST00000507332.1","chr4",131773565,131791482,"+",398,"RP11-614F17.2","0","ENSG00000251676.1","lincRNA"
"ENST00000553435.1","chr14",94960277,94962976,"-",728,"RP11-991C1.1","0","ENSG00000258933.1","lincRNA"
"ENST00000402913.2","chrX",26686026,26687955,"+",755,"RPL7P58","0","ENSG00000216938.3","processed_pseudogene"
"ENST00000361921.7","chr1",53894187,53911086,"+",1854,"DIO1","DIO1|5DI|TXDI1|-|1p32.3|protein-coding","ENSG00000211452.10","protein_coding"
"ENST00000611275.4","chr1",146052603,146061948,"+",2047,"LINC01719","0","ENSG00000233396.7","lincRNA"
"ENST00000508469.2","chr14",30167834,30297043,"-",915,"CTD-2251F13.1","0","ENSG00000248975.2","lincRNA"
"ENST00000569178.1","chr20",7302056,7307432,"-",1767,"LINC01751","LINC01751|-|-|20p12.3|ncRNA","ENSG00000261249.1","lincRNA"
"ENST00000582578.2","chr18",70630534,70650744,"-",465,"GTSCR1","0","ENSG00000263417.4","lincRNA"
"ENST00000455431.1","chr1",25859613,25863420,"+",846,"RP1-125I3.2","0","ENSG00000236528.1","antisense"
"ENST00000445440.1","chr21",44473723,44475097,"-",1374,"MTND5P1","0","ENSG00000227999.1","processed_pseudogene"
"ENST00000608063.1","chr10",103450196,103450852,"+",656,"RP11-225H22.7","0","ENSG00000273485.1","antisense"
"ENST00000515135.1","chr4",132367786,132368479,"-",693,"ELL2P2","0","ENSG00000251051.1","processed_pseudogene"
"ENST00000434883.2","chrX",120953288,120956600,"-",1283,"CT47A7","CT47A7|CT47.7|-|Xq24|protein-coding","ENSG00000228517.2","protein_coding"
"ENST00000437290.2","chr2",82479128,82538711,"-",380,"AC010105.1","0","ENSG00000237498.2","lincRNA"
"ENST00000585496.1","chr19",12796823,12801849,"+",293,"CTD-2659N19.10","0","ENSG00000267062.1","antisense"
"ENST00000438230.1","chr22",45792418,45793636,"-",1218,"RP1-37M3.8","0","ENSG00000235347.1","processed_pseudogene"
"ENST00000427387.1","chr9",81928021,81931368,"-",462,"RP11-383M4.2","0","ENSG00000230846.1","lincRNA"
"ENST00000478824.1","chr17",48705203,48707346,"+",1433,"LINC02086","0","ENSG00000244649.4","lincRNA"
"ENST00000275275.9","chr6",159800269,159820704,"+",1884,"PNLDC1","0","ENSG00000146453.12","protein_coding"
"ENST00000561990.3","chr16",33965655,33966091,"-",349,"RP11-812E19.14","0","ENSG00000270401.1","unprocessed_pseudogene"
"ENST00000457052.2","chr19",45733251,45764534,"+",2720,"BHMG1","BHMG1|HMGDC|-|19q13.32|protein-coding","ENSG00000237452.2","protein_coding"
"ENST00000604334.1","chr2",21198518,21198896,"-",378,"RP11-79J24.1","0","ENSG00000271629.1","processed_pseudogene"
"ENST00000533895.5","chr8",109573978,109648836,"-",3227,"SYBU","SYBU|GOLSYN|OCSYN|SNPHL|-|8q23.2|protein-coding","ENSG00000147642.16","protein_coding"
"ENST00000637647.1","chr2",231497090,231507256,"-",630,"RP11-562I5.2","0","ENSG00000283491.1","unprocessed_pseudogene"
"ENST00000606380.2","chr19",39246314,39248856,"-",1628,"IFNL4","IFNL4|IFNAN|-|19q13.2|protein-coding","ENSG00000272395.7","polymorphic_pseudogene"
"ENST00000511758.1","chr5",7924292,7925398,"+",290,"CTD-2072I24.1","0","ENSG00000251168.1","lincRNA"
"ENST00000419708.1","chr12",55522593,55523417,"+",824,"OR6C64P","0","ENSG00000234670.1","unprocessed_pseudogene"
"ENST00000564116.1","chr15",32489267,32491586,"-",1255,"RP11-632K20.6","0","ENSG00000261375.1","unprocessed_pseudogene"
"ENST00000454030.1","chr8",27560274,27589073,"+",737,"GULOP","0","ENSG00000234770.1","unitary_pseudogene"
"ENST00000427630.1","chr10",6197612,6202693,"-",435,"RP11-414H17.5","0","ENSG00000213994.3","antisense"
"ENST00000442090.1","chrY",22068820,22069151,"+",331,"ELOCP15","0","ENSG00000232029.1","processed_pseudogene"
"ENST00000508759.3","chr3",98119191,98119731,"+",540,"POU5F1P7","0","ENSG00000248365.3","processed_pseudogene"
"ENST00000615961.1","chr9",39443815,39447189,"-",3374,"ZNF658B","0","ENSG00000198416.9","transcribed_unprocessed_pseudogene"
"ENST00000392096.6","chr2",218990189,218993421,"-",699,"CRYBA2","CRYBA2|CTRCT42|-|2q35|protein-coding","ENSG00000163499.11","protein_coding"
"ENST00000481783.3","chr6",43036196,43036500,"-",304,"RN7SL403P","0","ENSG00000240625.3","misc_RNA"
"ENST00000623225.1","chr21",6667304,6670667,"-",892,"CH507-145C22.3","0","ENSG00000278878.1","lincRNA"
"ENST00000594491.1","chr19",41638569,41638899,"-",330,"DNAJC19P3","0","ENSG00000268997.1","processed_pseudogene"
"ENST00000624510.3","chr8",73241329,73259502,"-",651,"C8orf89","C8orf89|-|-|8q21.11|protein-coding","ENSG00000274443.4","protein_coding"
"ENST00000244513.10","chr6",26501221,26510422,"+",2882,"BTN1A1","BTN1A1|BT|BTN|BTN1|-|6p22.2|protein-coding","ENSG00000124557.12","protein_coding"
"ENST00000618593.1","chr6",60826185,60826533,"-",348,"RP11-325M4.2","0","ENSG00000274844.1","processed_pseudogene"
"ENST00000259357.3","chr9",122476958,122477926,"-",968,"OR1J1","OR1J1|OR9-18|hg32|-|9q33.2|protein-coding","ENSG00000136834.3","protein_coding"
